Testing Ascon Decryption algorithm

2022-02-25 14:43:16.433531 , 1.0 , 525 , 13.7
2022-02-25 14:43:16.935306 , 0.5 , 525 , 13.7
2022-02-25 14:43:17.438314 , 0.5 , 525 , 13.7
2022-02-25 14:43:17.941351 , 15.8 , 525 , 13.7
2022-02-25 14:43:18.444116 , 22.7 , 517 , 13.5
2022-02-25 14:43:18.946899 , 11.2 , 517 , 13.5
2022-02-25 14:43:19.450071 , 1.0 , 517 , 13.5
2022-02-25 14:43:19.953156 , 0.5 , 517 , 13.5
2022-02-25 14:43:20.455845 , 1.5 , 517 , 13.5
2022-02-25 14:43:20.958622 , 17.4 , 517 , 13.5
2022-02-25 14:43:21.460460 , 15.5 , 517 , 13.5
2022-02-25 14:43:21.962216 , 14.7 , 517 , 13.5
2022-02-25 14:43:22.464876 , 1.5 , 517 , 13.5
2022-02-25 14:43:22.968048 , 2.0 , 517 , 13.5
2022-02-25 14:43:23.471232 , 3.1 , 519 , 13.5
2022-02-25 14:43:23.973796 , 4.1 , 534 , 13.9
2022-02-25 14:43:24.475532 , 19.3 , 547 , 14.3
2022-02-25 14:43:24.977950 , 6.6 , 547 , 14.3
2022-02-25 14:43:25.480663 , 2.5 , 547 , 14.3
2022-02-25 14:43:25.983659 , 4.0 , 547 , 14.3
2022-02-25 14:43:26.486703 , 2.0 , 547 , 14.3
2022-02-25 14:43:26.989711 , 6.6 , 549 , 14.3
2022-02-25 14:43:27.491859 , 10.4 , 541 , 14.1
2022-02-25 14:43:27.994246 , 20.8 , 541 , 14.1
2022-02-25 14:43:28.496850 , 18.9 , 551 , 14.4
2022-02-25 14:43:28.998707 , 5.6 , 552 , 14.4
2022-02-25 14:43:29.500367 , 1.0 , 552 , 14.4
2022-02-25 14:43:30.002981 , 1.0 , 552 , 14.4
2022-02-25 14:43:30.506047 , 1.0 , 552 , 14.4
2022-02-25 14:43:31.008874 , 1.5 , 552 , 14.4
2022-02-25 14:43:31.511946 , 0.5 , 552 , 14.4
2022-02-25 14:43:32.015030 , 1.5 , 552 , 14.4
2022-02-25 14:43:32.518235 , 2.0 , 552 , 14.4
2022-02-25 14:43:33.021351 , 0.5 , 552 , 14.4
2022-02-25 14:43:33.524115 , 2.0 , 552 , 14.4
2022-02-25 14:43:34.027231 , 0.5 , 552 , 14.4
2022-02-25 14:43:34.530212 , 1.5 , 552 , 14.4
2022-02-25 14:43:35.033142 , 1.0 , 552 , 14.4
2022-02-25 14:43:35.536214 , 2.5 , 552 , 14.4
2022-02-25 14:43:36.039222 , 2.5 , 552 , 14.4
2022-02-25 14:43:36.542207 , 0.5 , 552 , 14.4
2022-02-25 14:43:37.045198 , 1.0 , 552 , 14.4
2022-02-25 14:43:37.548236 , 3.0 , 552 , 14.4
2022-02-25 14:43:38.051187 , 1.5 , 552 , 14.4
2022-02-25 14:43:38.554112 , 2.0 , 552 , 14.4
2022-02-25 14:43:39.057184 , 1.5 , 551 , 14.4
2022-02-25 14:43:39.559905 , 0.5 , 551 , 14.4
2022-02-25 14:43:40.062830 , 1.0 , 551 , 14.4
2022-02-25 14:43:40.565438 , 1.0 , 551 , 14.4
2022-02-25 14:43:41.068142 , 2.0 , 551 , 14.4
2022-02-25 14:43:41.571019 , 2.0 , 551 , 14.4
2022-02-25 14:43:42.073678 , 1.0 , 551 , 14.4
2022-02-25 14:43:42.576505 , 0.5 , 551 , 14.4
2022-02-25 14:43:43.079205 , 2.0 , 551 , 14.4
2022-02-25 14:43:43.582105 , 3.0 , 551 , 14.4
2022-02-25 14:43:44.085376 , 2.0 , 551 , 14.4
2022-02-25 14:43:44.588192 , 0.5 , 551 , 14.4
2022-02-25 14:43:45.091034 , 2.0 , 551 , 14.4
2022-02-25 14:43:45.593665 , 2.0 , 551 , 14.4
2022-02-25 14:43:46.096601 , 3.5 , 551 , 14.4
2022-02-25 14:43:46.599609 , 2.0 , 551 , 14.4
2022-02-25 14:43:47.102305 , 2.5 , 551 , 14.4
2022-02-25 14:43:47.604888 , 2.5 , 551 , 14.4
2022-02-25 14:43:48.107592 , 0.5 , 551 , 14.4
2022-02-25 14:43:48.610521 , 2.5 , 551 , 14.4
2022-02-25 14:43:49.113193 , 2.0 , 551 , 14.4
2022-02-25 14:43:49.615835 , 0.5 , 551 , 14.4
2022-02-25 14:43:50.118885 , 1.0 , 551 , 14.4
2022-02-25 14:43:50.621624 , 10.1 , 514 , 13.4
2022-02-25 14:43:51.123405 , 1.0 , 514 , 13.4
2022-02-25 14:43:51.626264 , 2.5 , 514 , 13.4
2022-02-25 14:43:52.129377 , 2.0 , 514 , 13.4
2022-02-25 14:43:52.632428 , 0.5 , 514 , 13.4
2022-02-25 14:43:53.135559 , 2.0 , 514 , 13.4
2022-02-25 14:43:53.638793 , 1.5 , 514 , 13.4
2022-02-25 14:43:54.141865 , 1.0 , 514 , 13.4
2022-02-25 14:43:54.644930 , 2.5 , 514 , 13.4
2022-02-25 14:43:55.148060 , 1.5 , 514 , 13.4
2022-02-25 14:43:55.651159 , 1.5 , 514 , 13.4
2022-02-25 14:43:56.154376 , 1.0 , 514 , 13.4
2022-02-25 14:43:56.657420 , 1.5 , 514 , 13.4
2022-02-25 14:43:57.160087 , 2.5 , 514 , 13.4
2022-02-25 14:43:57.663048 , 2.0 , 514 , 13.4
2022-02-25 14:43:58.165723 , 2.5 , 514 , 13.4
2022-02-25 14:43:58.668423 , 1.5 , 514 , 13.4
2022-02-25 14:43:59.171141 , 2.0 , 514 , 13.4
2022-02-25 14:43:59.673863 , 11.3 , 516 , 13.5
2022-02-25 14:44:00.176964 , 1.5 , 516 , 13.5
2022-02-25 14:44:00.679830 , 2.6 , 516 , 13.5
2022-02-25 14:44:01.182525 , 0.5 , 516 , 13.5
2022-02-25 14:44:01.685753 , 1.0 , 516 , 13.5
2022-02-25 14:44:02.189029 , 0.5 , 516 , 13.5
2022-02-25 14:44:02.692176 , 1.0 , 516 , 13.5
2022-02-25 14:44:03.195292 , 1.0 , 516 , 13.5
2022-02-25 14:44:03.698409 , 3.0 , 516 , 13.5
2022-02-25 14:44:04.201468 , 1.5 , 516 , 13.5
2022-02-25 14:44:04.704534 , 0.0 , 516 , 13.5
2022-02-25 14:44:05.207654 , 0.5 , 516 , 13.5
2022-02-25 14:44:05.710744 , 1.0 , 516 , 13.5
2022-02-25 14:44:06.213896 , 0.5 , 516 , 13.5
2022-02-25 14:44:06.716907 , 1.0 , 516 , 13.5
2022-02-25 14:44:07.220094 , 1.0 , 516 , 13.5
2022-02-25 14:44:07.723173 , 0.5 , 516 , 13.5
2022-02-25 14:44:08.226284 , 1.0 , 516 , 13.5
2022-02-25 14:44:08.729329 , 1.0 , 516 , 13.5
2022-02-25 14:44:09.232370 , 1.0 , 516 , 13.5
2022-02-25 14:44:09.735446 , 1.5 , 516 , 13.5
2022-02-25 14:44:10.238604 , 0.5 , 516 , 13.5
2022-02-25 14:44:10.741728 , 1.0 , 516 , 13.5
2022-02-25 14:44:11.244794 , 0.5 , 516 , 13.5
2022-02-25 14:44:11.747926 , 0.5 , 516 , 13.5
2022-02-25 14:44:12.250988 , 1.0 , 516 , 13.5
2022-02-25 14:44:12.754047 , 0.5 , 516 , 13.5
2022-02-25 14:44:13.257185 , 1.0 , 516 , 13.5
2022-02-25 14:44:13.760305 , 0.5 , 516 , 13.5
2022-02-25 14:44:14.263377 , 1.5 , 516 , 13.5
2022-02-25 14:44:14.766371 , 1.0 , 516 , 13.5
2022-02-25 14:44:15.269631 , 0.5 , 516 , 13.5
2022-02-25 14:44:15.772623 , 1.5 , 516 , 13.5
2022-02-25 14:44:16.275638 , 0.5 , 516 , 13.5
2022-02-25 14:44:16.778740 , 1.0 , 516 , 13.5
2022-02-25 14:44:17.281699 , 1.0 , 516 , 13.5
2022-02-25 14:44:17.784914 , 1.0 , 516 , 13.5
2022-02-25 14:44:18.288050 , 1.0 , 516 , 13.5
2022-02-25 14:44:18.791086 , 0.5 , 516 , 13.5
2022-02-25 14:44:19.294101 , 1.5 , 516 , 13.5
2022-02-25 14:44:19.797139 , 0.5 , 516 , 13.5
2022-02-25 14:44:20.300073 , 1.0 , 516 , 13.5
2022-02-25 14:44:20.803008 , 2.5 , 516 , 13.5
2022-02-25 14:44:21.305991 , 0.5 , 516 , 13.5
2022-02-25 14:44:21.809064 , 1.5 , 516 , 13.5
2022-02-25 14:44:22.312064 , 0.5 , 516 , 13.5
2022-02-25 14:44:22.815031 , 0.5 , 516 , 13.5
2022-02-25 14:44:23.318032 , 1.5 , 516 , 13.5
2022-02-25 14:44:23.821057 , 1.0 , 516 , 13.5
2022-02-25 14:44:24.324117 , 1.5 , 516 , 13.5
2022-02-25 14:44:24.827355 , 0.5 , 516 , 13.5
2022-02-25 14:44:25.330425 , 0.5 , 516 , 13.5
2022-02-25 14:44:25.833395 , 1.0 , 516 , 13.5
2022-02-25 14:44:26.336422 , 0.5 , 516 , 13.5
2022-02-25 14:44:26.839453 , 1.5 , 516 , 13.5
2022-02-25 14:44:27.342492 , 1.0 , 516 , 13.5
2022-02-25 14:44:27.845538 , 1.5 , 516 , 13.5
2022-02-25 14:44:28.348668 , 1.5 , 516 , 13.5
2022-02-25 14:44:28.851682 , 1.0 , 516 , 13.5
2022-02-25 14:44:29.354665 , 1.5 , 516 , 13.5
2022-02-25 14:44:29.857737 , 0.5 , 516 , 13.5
2022-02-25 14:44:30.360708 , 1.0 , 516 , 13.5
2022-02-25 14:44:30.863714 , 1.5 , 516 , 13.5
2022-02-25 14:44:31.366689 , 0.0 , 516 , 13.5
2022-02-25 14:44:31.869634 , 0.5 , 516 , 13.5
2022-02-25 14:44:32.372576 , 1.5 , 517 , 13.5
2022-02-25 14:44:32.875551 , 0.5 , 517 , 13.5
2022-02-25 14:44:33.378614 , 1.0 , 517 , 13.5
2022-02-25 14:44:33.881656 , 0.5 , 516 , 13.5
2022-02-25 14:44:34.384874 , 1.0 , 516 , 13.5
2022-02-25 14:44:34.887981 , 1.0 , 516 , 13.5
2022-02-25 14:44:35.390927 , 0.5 , 516 , 13.5
2022-02-25 14:44:35.893946 , 1.0 , 516 , 13.5
2022-02-25 14:44:36.396975 , 1.0 , 516 , 13.5
2022-02-25 14:44:36.899981 , 0.5 , 516 , 13.5
2022-02-25 14:44:37.402907 , 3.0 , 516 , 13.5
2022-02-25 14:44:37.905867 , 1.0 , 516 , 13.5
2022-02-25 14:44:38.408922 , 1.5 , 516 , 13.5
2022-02-25 14:44:38.911962 , 0.5 , 516 , 13.5
2022-02-25 14:44:39.414873 , 0.5 , 516 , 13.5
2022-02-25 14:44:39.917968 , 1.0 , 516 , 13.5
2022-02-25 14:44:40.420940 , 1.0 , 516 , 13.5
2022-02-25 14:44:40.923986 , 1.0 , 516 , 13.5
2022-02-25 14:44:41.426970 , 0.5 , 516 , 13.5
2022-02-25 14:44:41.930042 , 0.5 , 516 , 13.5
2022-02-25 14:44:42.432958 , 1.5 , 516 , 13.5
2022-02-25 14:44:42.935937 , 1.0 , 516 , 13.5
2022-02-25 14:44:43.439025 , 1.0 , 516 , 13.5
2022-02-25 14:44:43.942027 , 0.5 , 516 , 13.5
2022-02-25 14:44:44.444985 , 0.5 , 516 , 13.5
2022-02-25 14:44:44.948035 , 1.0 , 516 , 13.5
